PID,audiofile_name,true_generation_method,generation_method,Rater1,Rater2,Rater3
P519,FakeAVCeleb/id0177900010_id00781_wavtolip.mp4-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P519,FakeAVCeleb/id0109900206_id00919_XDUn0Pskyrk_faceswap_id01058_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Quality,
P519,FakeAVCeleb/id0098700160_id00761_QtTNFhCCgzw_id00476_wavtolip.mp4-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P519,FakeAVCeleb/id0047500099_id00076_wavtolip.mp4-FAKE.wav,computer,computer,Speaking Style,Speaking Style,
P519,FakeAVCeleb/id0002000206.mp4-REAL.wav,human,human,Speaking Style,Prosody,
P519,FakeAVCeleb/id0525100033_id00359_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Prosody,
P519,FakeAVCeleb/id0002100010_id00088_6WIDWxr8vuU_faceswap_id00775_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Quality,
P519,FakeAVCeleb/id0008700002_id00943_LxSv2rnBGA8.mp4-REAL.wav,human,human,Human-Like,Human-Like,Human-Like
P519,FakeAVCeleb/id0421900130_id01175_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P519,FakeAVCeleb/id0041500017_id00559_Y7ovoKuvL78.mp4-REAL.wav,human,human,Quality,Quality,
P519,FakeAVCeleb/id0717900206_id00857_wavtolip.mp4-FAKE.wav,computer,computer,Speaking Style,Quality,
P519,FakeAVCeleb/id0002900288_id03757_wavtolip.mp4-FAKE.wav,computer,computer,Speaking Style,Prosody,
P519,FakeAVCeleb/id0713600052_2_id03559_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P519,FakeAVCeleb/id0414400028_id06225_wavtolip.mp4-FAKE.wav,computer,computer,Speaking Style,Disfluency,
P519,FakeAVCeleb/id0049100122_id00633_UXrTMta1EDM_faceswap_id01002_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P519,FakeAVCeleb/id0626800159_0.mp4-REAL.wav,human,human,Disfluency,Disfluency,Disfluency
P519,FakeAVCeleb/id0005200015_id00945_V-rSeF8o5pc_id03525_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P519,FakeAVCeleb/id0839700167_id08397_wavtolip.mp4-FAKE.wav,computer,computer,Disfluency,Disfluency,
P519,FakeAVCeleb/id0746300028_id03180_6wNTK7NkOd8.mp4-REAL.wav,human,human,Quality,Quality,
P519,FakeAVCeleb/id0048400202_id00826_MYagwzy91Yk_id00395_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P527,FakeAVCeleb/id0017100092_id00225_MHSgwpfHAXw_faceswap_id00253_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P527,FakeAVCeleb/id0458300077_id07377_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P527,FakeAVCeleb/id0124500028_id00100_sZ0Ex4WUEgM_faceswap_id01238_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P527,FakeAVCeleb/id0055400028_id00192_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Speed,
P527,FakeAVCeleb/id0117100053_id00475_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,
P527,FakeAVCeleb/id0006300021_id00368_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P527,FakeAVCeleb/id0334400114_id00773_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P527,FakeAVCeleb/id0102600083_2.mp4-REAL.wav,human,human,Prosody,Prosody,Prosody
P527,FakeAVCeleb/id0069600005_id01124_Lnf2oGSM00s_faceswap_id01044_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Prosody,
P527,FakeAVCeleb/id0470500408_id05252_CMxIX3absYM_id02838_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P527,FakeAVCeleb/id0282400130_id01661_wavtolip.mp4-REAL.wav,human,human,Quality,Quality,Quality
P527,FakeAVCeleb/id0121700005_id00272_wavtolip.mp4-REAL.wav,human,human,Prosody,Prosody,Prosody
P527,FakeAVCeleb/id0084200043_id00145_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P527,FakeAVCeleb/id0045800072_id00098_Rs_fnQ0tnqQ.mp4-REAL.wav,human,computer,Robotic,Robotic,
P527,FakeAVCeleb/id0109100236_id03781_wavtolip.mp4-REAL.wav,human,human,No Reason,No Reason,
P527,FakeAVCeleb/id0352500048_1_id04216_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P527,FakeAVCeleb/id0029100052_id00025_wavtolip.mp4-REAL.wav,human,human,Prosody,Prosody,Prosody
P527,FakeAVCeleb/id0646700010_id06878_wavtolip.mp4-REAL.wav,human,human,Quality,Prosody,
P527,FakeAVCeleb/id0337100430_id00581_7AxvP19LGKg.mp4-REAL.wav,human,human,Prosody,Prosody,Prosody
P527,FakeAVCeleb/id0139200167_3_id01392_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P537,FakeAVCeleb/id0107500160_1_id00618_wavtolip.mp4-FAKE.wav,computer,human,Prosody,Prosody,Prosody
P537,FakeAVCeleb/id0385800092_id00495_E46aiMUC4A0_id03649_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P537,FakeAVCeleb/id0396500051_id03028_wavtolip.mp4-REAL.wav,human,human,No Reason,No Reason,
P537,FakeAVCeleb/id0659100021_id00740_wavtolip.mp4-FAKE.wav,computer,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0049800014_id00368_KohcGDsg29U.mp4-REAL.wav,human,computer,Quality,Quality,
P537,FakeAVCeleb/id0027000088_id00262_3p7sRWAAh1Q.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0337100430_id03589_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P537,FakeAVCeleb/id0049100122_id03651_wavtolip.mp4-FAKE.wav,computer,computer,Bad Response,Bad Response,
P537,FakeAVCeleb/id0547800135_id06752_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0069400340_id00535_BhvTIJ-YG5s_faceswap.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0121700005_id01227_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P537,FakeAVCeleb/id0574300015_id02553_QTahH2rc8go.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0421600470_0.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0710800412_id00745_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0719400014_id07058_JXJTxhrICl0_id03945_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P537,FakeAVCeleb/id0042800017_id00291_L_SLT-j82Ms.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0523100149_id03569_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0082600065_id00373_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0161000090_id01076_wavtolip.mp4-FAKE.wav,computer,human,Bad Response,Bad Response,
P537,FakeAVCeleb/id0039500420_id00395_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P538,FakeAVCeleb/id0152800017_id01171_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Disfluency,
P538,FakeAVCeleb/id0207100195_id03658_8Wtu9VXKqjY_id02948_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Quality,
P538,FakeAVCeleb/id0905300005_id02553_QTahH2rc8go_id05268_wavtolip.mp4-FAKE.wav,computer,human,Speaking Style,Speaking Style,Speaking Style
P538,FakeAVCeleb/id0625400043_fake.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P538,FakeAVCeleb/id0107500160_id00231_wavtolip.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P538,FakeAVCeleb/id0008000281.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P538,FakeAVCeleb/id0030500113_id00415_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P538,FakeAVCeleb/id0107600005_fake.mp4-FAKE.wav,computer,computer,Prosody,Prosody,Prosody
P538,FakeAVCeleb/id0723600143.mp4-REAL.wav,human,human,Robotic,Human-Like,
P538,FakeAVCeleb/id04789002121.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P538,FakeAVCeleb/id0006200278_id01210_wavtolip.mp4-REAL.wav,human,human,Quality,Quality,Quality
P538,FakeAVCeleb/id0090900037_id00055_XzCF6sJ8Axc.mp4-REAL.wav,human,human,Human-Like,Human-Like,Human-Like
P538,FakeAVCeleb/id0359900072_id06753_BRg5r4jHC3I_id07210_wavtolip.mp4-FAKE.wav,computer,human,Human-Like,Human-Like,Human-Like
P538,FakeAVCeleb/id0453000231_id03985_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P538,FakeAVCeleb/id0716300141_id00685_wavtolip.mp4-FAKE.wav,computer,human,Human-Like,Human-Like,
P538,FakeAVCeleb/id0073900005_id00417_GhIZam3v09g_faceswap.mp4-REAL.wav,human,human,Human-Like,Human-Like,Human-Like
P538,FakeAVCeleb/id0159800044_id02342_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Quality,
P538,FakeAVCeleb/id0048400202_id00271_je6JSLqEEcw_id00330_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Bad Response,
P538,FakeAVCeleb/id0018800020_id00270_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Robotic,
P538,FakeAVCeleb/id0914300056_id06807_wavtolip.mp4-REAL.wav,human,human,Prosody,Prosody,Prosody
P550,FakeAVCeleb/id0452600317_id07210_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,
P550,FakeAVCeleb/id0411100015_id01204_biYGqpYBp7o_faceswap_id04774_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Quality,
P550,FakeAVCeleb/id0705800010_id03344_vyNnOo6lU0o.mp4-REAL.wav,human,human,Speaking Style,Quality,
P550,FakeAVCeleb/id0911600026_id00430_q7jhSsGElK4_faceswap_id04057_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P550,FakeAVCeleb/id0094600126_id01098_wavtolip.mp4-FAKE.wav,computer,human,No Reason,No Reason,
P550,FakeAVCeleb/id0057500092_id00383_n6i0VWqGcKI_id00231_wavtolip.mp4-FAKE.wav,computer,human,Speaking Style,Prosody,
P550,FakeAVCeleb/id0334400114_id04562_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Bad Response,
P550,FakeAVCeleb/id0018700360_id00185_1lsGWpwnl1M.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P550,FakeAVCeleb/id0105800005_id00282_iTsqWj6GEbo.mp4-REAL.wav,human,computer,Bad Response,Bad Response,
P550,FakeAVCeleb/id0028700005_fake.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P550,FakeAVCeleb/id0117900160_id02342_wavtolip.mp4-FAKE.wav,computer,human,Bad Response,Bad Response,
P550,FakeAVCeleb/id0394100021_id00332__zNddcZV1EU.mp4-REAL.wav,human,human,Speaking Style,Prosody,
P550,FakeAVCeleb/id0492800027_id03344_vyNnOo6lU0o_id04928_wavtolip.mp4-FAKE.wav,computer,human,Prosody,Prosody,
P550,FakeAVCeleb/id0055400028_id00559_Y7ovoKuvL78.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P550,FakeAVCeleb/id0103500012_id00529_wavtolip.mp4-FAKE.wav,computer,human,Bad Response,Bad Response,
P550,FakeAVCeleb/id0022000027_id05251_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P550,FakeAVCeleb/id0003200028_1_id06354_wavtolip.mp4-FAKE.wav,computer,human,Speaking Style,Speaking Style,
P550,FakeAVCeleb/id0089700005_id00591_1Jo8xElXQMs_id00328_wavtolip.mp4-FAKE.wav,computer,human,Bad Response,Bad Response,
P550,FakeAVCeleb/id0282400130_id03747_wQOOhZvnrq4_faceswap_id05231_wavtolip.mp4-FAKE.wav,computer,human,Bad Response,Bad Response,
P550,FakeAVCeleb/id0002900288_id01096_GHuYIC1WDks.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P551,FakeAVCeleb/id0246600136_id02464_wavtolip.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P551,FakeAVCeleb/id0069600005_id04221_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Human-Like,
P551,FakeAVCeleb/id0005500120_id00192_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Bad Response,
P551,FakeAVCeleb/id0053500005_id00919_XDUn0Pskyrk_faceswap_id00368_wavtolip.mp4-FAKE.wav,computer,computer,Speed,Speed,
P551,FakeAVCeleb/id0104800160_id00184_WaTN0ry04Qs.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P551,FakeAVCeleb/id0032800092_id00491_wavtolip.mp4-REAL.wav,human,human,Bad Response,No Reason,
P551,FakeAVCeleb/id0100200043_id00234_wavtolip.mp4-FAKE.wav,computer,computer,Speaking Style,Quality,
P551,FakeAVCeleb/id0001800181_id00696_wavtolip.mp4-FAKE.wav,computer,computer,Speaking Style,Speaking Style,
P551,FakeAVCeleb/id0051800031_id00701_wavtolip.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P551,FakeAVCeleb/id0118200167_id00971_edWrVVn-rC4.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P551,FakeAVCeleb/id0089700005_id00491_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Bad Response,
P551,FakeAVCeleb/id0026200028_id00813_wavtolip.mp4-FAKE.wav,computer,computer,Speed,Speed,
P551,FakeAVCeleb/id0002900288_id00179_Ux9OYyipQi8_id00945_wavtolip.mp4-FAKE.wav,computer,computer,No Reason,No Reason,
P551,FakeAVCeleb/id0053500005_id00963_wavtolip.mp4-FAKE.wav,computer,computer,Speaking Style,Speaking Style,
P551,FakeAVCeleb/id0091900063_id00535_BhvTIJ-YG5s.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P551,FakeAVCeleb/id0472700007_id01717_JDW6p8yU13A.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P551,FakeAVCeleb/id0166100059_id02586_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P551,FakeAVCeleb/id0421600470_id00029_TGpCGl036qk_id01192_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P551,FakeAVCeleb/id0424500072.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P551,FakeAVCeleb/id0171700005_id02005_7_Egh9mW5y4_faceswap_id01392_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Quality,
P554,FakeAVCeleb/id0659100021_id00560_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P554,FakeAVCeleb/id0283800080_id02586_wavtolip.mp4-REAL.wav,human,human,Prosody,Prosody,Prosody
P554,FakeAVCeleb/id0384400028_id03620_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Robotic,
P554,FakeAVCeleb/id0018400241_id01042_afqWPqWwJIY_id01201_wavtolip.mp4-FAKE.wav,computer,human,Speaking Style,Speaking Style,Speaking Style
P554,FakeAVCeleb/id0398500005_id02619_wavtolip.mp4-FAKE.wav,computer,human,Prosody,Prosody,Prosody
P554,FakeAVCeleb/id0005600028_id05268_wavtolip.mp4-REAL.wav,human,human,Prosody,Prosody,Prosody
P554,FakeAVCeleb/id0813900067_id03379_wavtolip.mp4-FAKE.wav,computer,human,Prosody,Prosody,Prosody
P554,FakeAVCeleb/id0098700160_id02268_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P554,FakeAVCeleb/id0043100039_id03696_Kz45DNXKLXI_faceswap_id00616_wavtolip.mp4-FAKE.wav,computer,human,Prosody,Speaking Style,
P554,FakeAVCeleb/id0017300118_id02005_7_Egh9mW5y4.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P554,FakeAVCeleb/id0057700010_id00220_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P554,FakeAVCeleb/id0543400052_id03897_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,
P554,FakeAVCeleb/id0700800175_id04564_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P554,FakeAVCeleb/id0918100048_id04057_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P554,FakeAVCeleb/id0105800005_2.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P554,FakeAVCeleb/id0058900130_id00495_E46aiMUC4A0.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P554,FakeAVCeleb/id0642700138_id09181_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P554,FakeAVCeleb/id0048400202_id00232_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Prosody,
P554,FakeAVCeleb/id0100500028_id00025_PjSeVtbvSjA.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,
P554,FakeAVCeleb/id0010300241_id07163_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P563,FakeAVCeleb/id0337900032_id04144_wavtolip.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P563,FakeAVCeleb/id0100100086_id00735_ivJSkq5hGOQ_id00271_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P563,FakeAVCeleb/id0026500130_id00594_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P563,FakeAVCeleb/id0115600078_id00559_Y7ovoKuvL78.mp4-REAL.wav,human,human,Prosody,Prosody,
P563,FakeAVCeleb/id0047500099_0_id04727_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P563,FakeAVCeleb/id0082300125_id00330_zCFFgGSIZ_s_id03858_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P563,FakeAVCeleb/id0394000025_id06158_C6FpHdewEzA_id01281_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P563,FakeAVCeleb/id0094400135_id00391_wavtolip.mp4-FAKE.wav,computer,human,Prosody,Prosody,
P563,FakeAVCeleb/id0081600221_0.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P563,FakeAVCeleb/id0070900206_id00946_wavtolip.mp4-REAL.wav,human,human,Prosody,Speed,
P563,FakeAVCeleb/id0865200006_id02561_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P563,FakeAVCeleb/id0116800028_id03757_wavtolip.mp4-FAKE.wav,computer,human,Prosody,Prosody,
P563,FakeAVCeleb/id0069600005_id00020_VXYAbbQWyQM.mp4-REAL.wav,human,human,Prosody,Prosody,
P563,FakeAVCeleb/id0037400311_id00188_e-vm5FB3idA_id00735_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P563,FakeAVCeleb/id0776800143_id03599_wavtolip.mp4-REAL.wav,human,human,Prosody,Prosody,
P563,FakeAVCeleb/id0153200065_id00568_gakhcJXnJZ8.mp4-REAL.wav,human,human,Prosody,Prosody,
P563,FakeAVCeleb/id0006200278_id00345_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Speed,
P563,FakeAVCeleb/id0018300015_3_id00358_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Speed,
P563,FakeAVCeleb/id0250800083_id03658_8Wtu9VXKqjY_faceswap_id04705_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P563,FakeAVCeleb/id0145200001_id01528_SBAS9Kcb8QY_faceswap_id01717_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P568,FakeAVCeleb/id0635400021_id00103_qpTVaP4y5DQ.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P568,FakeAVCeleb/id0057900030_id06443__jnYg_I0Zpc_id06462_wavtolip.mp4-FAKE.wav,computer,human,Speaking Style,Speaking Style,Speaking Style
P568,FakeAVCeleb/id0720000045_id07165_oJ_iy16IBTM_id00078_wavtolip.mp4-FAKE.wav,computer,human,Human-Like,Human-Like,
P568,FakeAVCeleb/id0035000015_id06354_PmWLmcJNUhM.mp4-REAL.wav,human,human,Disfluency,Disfluency,Disfluency
P568,FakeAVCeleb/id0120700320_id01779_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P568,FakeAVCeleb/id0422100053_id00062_bctnrIvZHTs_faceswap.mp4-REAL.wav,human,human,Prosody,Prosody,Prosody
P568,FakeAVCeleb/id0385800092_id00823_KgExwCvgrUk.mp4-REAL.wav,human,human,Disfluency,Disfluency,
P568,FakeAVCeleb/id0453000231_id04529_S92uo-UShxE.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P568,FakeAVCeleb/id0068000110_id01231_XXpYdOHUF-g_id00618_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P568,FakeAVCeleb/id0077500092_id00049_S_EHTUF-mQY_faceswap_id00021_wavtolip.mp4-FAKE.wav,computer,computer,No Reason,No Reason,
P568,FakeAVCeleb/id0192000099.mp4-REAL.wav,human,human,Human-Like,Human-Like,Human-Like
P568,FakeAVCeleb/id0773900019_id08397_zvY3EjwSL1Q_id00137_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P568,FakeAVCeleb/id0120100028_0.mp4-REAL.wav,human,human,Disfluency,Disfluency,Disfluency
P568,FakeAVCeleb/id0052900409_id03678_dsfCxodI9i8_faceswap_id00021_wavtolip.mp4-FAKE.wav,computer,computer,No Reason,No Reason,
P568,FakeAVCeleb/id0710200052_id04111_Fg4CZ7ZzAGU.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P568,FakeAVCeleb/id0441400001_id04701_7mnc8w6jRlM.mp4-REAL.wav,human,human,No Reason,No Reason,
P568,FakeAVCeleb/id0036800078_id00192_By3wxX0dyDw_id01099_wavtolip.mp4-FAKE.wav,computer,computer,Speaking Style,Prosody,
P568,FakeAVCeleb/id0008800005_id01182_wavtolip.mp4-REAL.wav,human,computer,Robotic,Robotic,
P568,FakeAVCeleb/id0250800083.mp4-REAL.wav,human,human,Prosody,Prosody,Prosody
P568,FakeAVCeleb/id0122700052_id00841_fpsEfICAgxk.mp4-REAL.wav,human,human,Human-Like,Human-Like,Human-Like
P569,FakeAVCeleb/id0081300169_id00234_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Quality,
P569,FakeAVCeleb/id0207100195_id05106_wavtolip.mp4-REAL.wav,human,human,Disfluency,Disfluency,Disfluency
P569,FakeAVCeleb/id0049500027_id00374_wavtolip.mp4-REAL.wav,human,human,Prosody,Prosody,
P569,FakeAVCeleb/id0394500063_id07195_wavtolip.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,
P569,FakeAVCeleb/id0026200028_id03816_XXD0yTNei50.mp4-REAL.wav,human,human,Human-Like,Human-Like,Human-Like
P569,FakeAVCeleb/id0098700160_id01036_wavtolip.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P569,FakeAVCeleb/id0018700360_id00225_MHSgwpfHAXw.mp4-REAL.wav,human,computer,Quality,Quality,
P569,FakeAVCeleb/id0105100322_id00187_dwaPMrJANMQ.mp4-REAL.wav,human,human,Speaking Style,Speaking Style,Speaking Style
P569,FakeAVCeleb/id0255300043_2_id04884_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P569,FakeAVCeleb/id0918100048_id06388_AtidJ-WlONc.mp4-REAL.wav,human,human,Liveliness,Liveliness,Liveliness
P569,FakeAVCeleb/id0002100010_id00088_6WIDWxr8vuU_faceswap_id04216_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P569,FakeAVCeleb/id0048400202_id03858_uKVqPfRf-ac.mp4-REAL.wav,human,human,Human-Like,Human-Like,Human-Like
P569,FakeAVCeleb/id0456000195_id04601_x4Apx8z6nOg_faceswap_id03180_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Speaking Style,
P569,FakeAVCeleb/id0152100109_id00478_wavtolip.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P569,FakeAVCeleb/id0057500092_id00025_PjSeVtbvSjA_id00145_wavtolip.mp4-FAKE.wav,computer,computer,Prosody,Prosody,
P569,FakeAVCeleb/id0152100109_id02494_lObg47hQleE.mp4-REAL.wav,human,computer,Liveliness,Liveliness,
P569,FakeAVCeleb/id0453000231_id04582_wavtolip.mp4-FAKE.wav,computer,computer,Quality,Quality,
P569,FakeAVCeleb/id0119200217_id00775_yeCUxHgUHxc_id01201_wavtolip.mp4-FAKE.wav,computer,computer,Disfluency,Disfluency,
P569,FakeAVCeleb/id0091900063_id00559_Y7ovoKuvL78_id01051_wavtolip.mp4-FAKE.wav,computer,computer,Speaking Style,Speaking Style,
P569,FakeAVCeleb/id0056900239_id00897_0ayFw8JhoyI.mp4-REAL.wav,human,human,Disfluency,Disfluency,
P573,FakeAVCeleb/id0282400130_id05231_wfbM5puT6eQ_id02721_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P573,FakeAVCeleb/id0099900028_id00946_wavtolip.mp4-REAL.wav,human,human,Human-Like,Human-Like,
P573,FakeAVCeleb/id0018400241_id03757_L-M-XbdFLQM_id00264_wavtolip.mp4-FAKE.wav,computer,human,Human-Like,Human-Like,
P573,FakeAVCeleb/id0002000206_id00060_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P573,FakeAVCeleb/id0005600028_id06776_wavtolip.mp4-FAKE.wav,computer,human,Bad Response,Human-Like,
P573,FakeAVCeleb/id0626800159_id07051_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P573,FakeAVCeleb/id0121100023_fake.mp4-FAKE.wav,computer,human,Human-Like,Human-Like,
P573,FakeAVCeleb/id0356900065_id00220_WlHLlTQKj8g_faceswap_id01178_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P573,FakeAVCeleb/id0090900037_id00694_wavtolip.mp4-FAKE.wav,computer,computer,Robotic,Robotic,
P573,FakeAVCeleb/id0643700028_id04070_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P573,FakeAVCeleb/id0032800092_id00495_E46aiMUC4A0_id03844_wavtolip.mp4-FAKE.wav,computer,computer,Bad Response,Bad Response,
P573,FakeAVCeleb/id0076900015_id00033_gduDuRWhnlQ.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P573,FakeAVCeleb/id0355600043_id03781_jbHfYGVNqTg.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P573,FakeAVCeleb/id0014500043_id00025_wavtolip.mp4-FAKE.wav,computer,computer,Bad Response,Bad Response,
P573,FakeAVCeleb/id0058900130_id00581_wavtolip.mp4-FAKE.wav,computer,computer,Bad Response,Bad Response,
P573,FakeAVCeleb/id0018400241_id00062_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P573,FakeAVCeleb/id0538300015_id08299_wavtolip.mp4-REAL.wav,human,human,Bad Response,Bad Response,
P573,FakeAVCeleb/id0199500071_id00701_lW6uzLIOwd0_id04727_wavtolip.mp4-FAKE.wav,computer,computer,Bad Response,Bad Response,
P573,FakeAVCeleb/id0116800028_id01201_Q8XWfmNiWYA.mp4-REAL.wav,human,human,Bad Response,Bad Response,
